2a12a377-3c40-465f-a5d6-045f2b3bdb7d	256	FW369114.1.1462
8b03f254-fefc-4384-aae9-603e5d722f26	0	AB003459.1.1439
762c76eb-a42a-4a8b-a970-5380a2e34b79	256	HL281735.2.1514
671c78a3-cca3-4163-93b0-1892080591cd	256	HL281733.1.1493
ac8a3c59-ae02-47db-85de-859ed42136d5	272	HL281733.1.1493
ac8a3c59-ae02-47db-85de-859ed42136d5	272	KH652140.1.1493
762c76eb-a42a-4a8b-a970-5380a2e34b79	256	KH652142.2.1514
671c78a3-cca3-4163-93b0-1892080591cd	256	MI372170.1.1493
ce1b9f64-3546-47e2-bb9b-97d3f68b95db	256	MI372170.1.1493
a348d4f2-d4b7-47c8-85be-1fb228a79e3e	256	AF530468.1.1482
68da4cf2-aadb-45a6-a6dd-7b3596dca5e0	272	AF529063.1.1484
ebbeaf6d-d1bb-41cf-a35d-1321974242e9	16	AB004913.1.1479
f65dcbb8-8563-4438-96b7-3b5951d6781b	16	AB004913.1.1479
68e12516-1317-4836-8229-e0ca8c3d131c	272	MI373223.10.1520
71a4843c-783c-429d-b204-0ddbd5ac8ac9	0	MI373911.2.1534
34d48e27-3b59-4234-a50a-144a322b37f0	256	MI373911.2.1534
ddf4b8df-4280-4a63-a4a2-ac44d5bedf02	272	JN187363.1.1419
e21a1fd2-d90a-4b63-801f-d4761cf17065	256	MI414779.1.1479
b71d3de6-cc2c-45b7-96dd-eaf53ee58c5d	256	JN392462.1.1451
15c50184-3999-4f46-b807-a64f4b98fd12	272	KY653035.1.1408
5d1a582e-b7ae-43df-81e0-b7539c2fde89	256	JN627174.1.1409
e8cfed6d-8aae-41ef-8025-fef008b062bc	256	JN657219.1.1489
ee289d8a-6248-489b-bf03-7fdce440393d	256	JN650277.1.1471
bd53f225-bb82-4e03-8078-b5ebd0834ca6	256	AJ229215.1.1353
5f98c393-d84a-4d23-bafe-3d3eee819ac6	256	AJ229215.1.1353
bfe7b927-3b78-48bd-af47-3b86b110c374	272	AJ229215.1.1353
5b211c7e-12e4-4d4e-b4a3-220d62c47beb	272	AJ229215.1.1353
1db72fb5-b49d-4d87-9ccf-db01a18797dd	256	JN678721.1.1387
364759eb-9876-4c01-8498-aee3f0ce384f	0	JN662340.1.1364
a62bd358-04cc-4e8c-bcb5-1b4b6f7e9f74	272	JN662340.1.1364
9b689482-f220-4cb1-ac10-e4ed327cef79	272	AJ229199.1.1466
a93c16e0-4cdf-4cb8-a1e8-ba5a3348b7ce	256	MF363155.1.1496
6a0e8813-fce2-4be5-9fc3-51b4d7af4f68	256	MF363155.1.1496
aa6d71de-0d22-43d0-99c8-97102940c31f	0	MF363155.1.1496
924f8eb2-dc03-4578-8fc9-9f4d1bb5b336	0	AJ229200.1.1357
93beeded-9fc7-4ee5-bc08-be8992b9367f	256	AJ229201.1.1455
51d0b2af-bc63-48e2-bd41-9ee94a7b6d76	272	MF359735.1.1509
4650e6ea-74dc-483d-8cee-d0fd2c2150bf	272	MF355388.1.1505
ad603849-e710-4ab8-8662-8399dd9cca66	256	AJ233910.1.1518
12ea3dc5-82b6-4149-8847-1581820eed7b	272	MF370621.1.1446
0f799f57-270b-41b0-a8df-5e4b87c2e326	272	MF370621.1.1446
3977a194-f5ee-4a47-8c37-387086c48f0c	272	AJ293701.1.1478
464728a3-b02e-4765-86bd-f30d59dfd6cc	272	MI637119.1.1479
e21a1fd2-d90a-4b63-801f-d4761cf17065	256	MI637119.1.1479
0eeb7391-def9-4a66-8eed-30789371effb	272	JN793954.1.1494
