8774da6a-1211-4006-8556-c50ddac69217	256	AB003459.1.1439
f6ce7a17-a72d-4afe-aee7-e89a6033535d	272	HL282115.1.1510
d50dce23-3c48-4ba7-9b55-5f0fff943353	256	HL282115.1.1510
ba92408c-ad50-4e29-9b09-5d9d8fd20a4a	272	HL282115.1.1510
c13d2e76-e6b5-4121-b3c1-159afc35e9d2	272	FZ411814.1.1500
4bd1d9c3-b146-4978-b3e2-ddcf21ff878a	256	HL281735.2.1514
2eddd54d-0802-4e4d-b8c8-4fcb8264ef49	256	HL282157.1.1508
4bd1d9c3-b146-4978-b3e2-ddcf21ff878a	256	KH652142.2.1514
5a52ea29-4c01-4e35-b45d-f5401db19917	256	MI372170.1.1493
4b42bf77-3e8d-4846-a4ee-e5c4ce03d3b4	272	AF529063.1.1484
2b463933-ec3c-40c4-a09e-883343df4ae1	256	MI372941.1.1489
49dd1a9c-e214-47cb-975e-395af0cc4b85	272	MI373223.10.1520
bc49ecfd-b531-4bb9-8a6a-6865d7fd186b	272	MI373223.10.1520
66d448b5-ebb4-4487-b2d5-cc5a925e4cec	256	KH653879.1.1489
86f819da-8cfb-4fe9-ab45-9e1235cc852a	272	JN256678.1.1492
c7962612-f4ca-4502-a39e-d4d22629e82e	256	JN256678.1.1492
5b5623ef-94e2-414a-a354-6ec95518b4eb	272	JN411272.1.1378
0fb4f3f5-027e-4e0b-a667-39715ca8a885	256	JN411270.1.1387
a917b16c-6917-41f7-b200-7624624e2908	256	JN662340.1.1364
0ecf5582-1ed0-4609-8df2-7b4719d76355	272	JN662340.1.1364
721d185f-9ca0-47b8-a5bf-0e13a9e5df59	272	JN662340.1.1364
01d66221-e0c0-44ed-97e7-155b6d8c5e47	256	JN662340.1.1364
ddbe3821-e289-4d7c-a65c-0f4df93ba89e	272	AJ229234.1.1445
8e27b521-c99c-403a-b638-63d1bab3f52f	272	AJ229234.1.1445
d252e3c5-156e-498d-9579-88309ae7ab7c	256	AJ229190.1.1420
73054d0f-ec8b-4275-b9c2-c3e99e542ec0	272	AJ250319.1.1495
b3b6bf4b-5e82-4fb6-85ad-4db22d0f62bb	272	AJ250319.1.1495
97fdb68c-737c-4ad7-9d85-58e59636b2ff	272	AJ250319.1.1495
f239ea45-fcb1-45a8-812c-e3a699ffde9f	0	AJ250319.1.1495
444481a1-d1e6-4ef8-8c5c-60017cf9421a	256	AJ250319.1.1495
